;58.293.306/0001-63;DRY SERVICO E COMERCIO DO VESTUARIO E ACESSORIOS LTDA;DRY MULTIMARCAS;AVENIDA;ANTONIO CARLOS MAGALHAES;BROTAS;SALVADOR;BA;71999357288;;adryane_20@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;5911199;Matriz com 0 Filiais;;ATIVA;29/11/2024;Sociedade Empres ria Limitada;29/11/2024;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;29/11/2024;00/00/0000;R$ 50.000,00;PF-;ABRAAO ALISSON TOSTA MOREIRA DE JESUS-
;60.001.415/0001-01;L E A DIGITAIS LTDA;SALVE INK;AVENIDA;MAHIBA AZAR;OLHO D' AGUA;SAO LUIS;MA;98981620800;0;david_ericeira@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Matriz com 0 Filiais;;ATIVA;20/03/2025;Sociedade Empres ria Limitada;20/03/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;20/03/2025;00/00/0000;R$ 10.000,00;PF-PF-;ABRAAO DAVI ERICEIRA VIEIRA-LEONARDO AUGUSTO SANTOS OLIVEIRA-
;58.464.461/0001-03;LOJA 25 REAIS LTDA;;AVENIDA;GOVERNADOR AGAMENON MAGALHAES;PRADO;GRAVATA;PE;81989185489;;lojas25reais@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4782201;Matriz com 0 Filiais;;ATIVA;14/12/2024;Sociedade Empres ria Limitada;14/12/2024;N;14/12/2024;31/07/2025;NAO;MICRO EMPRESA;SIMPLES NACIONAL;14/12/2024;00/00/0000;R$ 50.000,00;PF-;ABRAAO HENRIQUE SOARES DE MENEZES SILVA-
;39.254.402/0001-58;ZAC KIDS LTDA;ZAC KIDS;RUA;SIQUEIRA CAMPOS;CENTRO;PAULISTA;PE;81995026572;;abrahaocamelo@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4782201;Matriz com 0 Filiais;;ATIVA;30/09/2020;Sociedade Empres ria Limitada;30/09/2020;N;30/09/2020;31/12/2022;NAO;MICRO EMPRESA;SIMPLES NACIONAL;30/09/2020;00/00/0000;R$ 10.000,00;PF-PF-;ABRAHAO CAMELO BRANDAO-ABRAHAO CAMELO BRANDAO-
;51.150.255/0001-71;JERIZANDO STORE LTDA;JERIZANDO STORE;RUA;DONA NEUZA CARVALHO;VILA DE JERICOACOARA;JIJOCA DE JERICOACOARA;CE;88997132280;0;andreson_andrade@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503,4782201,4789001;Matriz com 0 Filiais;;ATIVA;22/06/2023;Sociedade Empres ria Limitada;22/06/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;22/06/2023;00/00/0000;R$ 30.000,00;PF-PF-;ACACIA ELOIA QUINTINO DA SILVA-ANDRESON ANDRADE AGUIAR-
;63.202.534/0001-10;DONA MARIA COMERCIO DE VESTUARIO LTDA;DONA MARIA;RUA;ELIZA CABRAL DE SOUZA;BAIRRO NOVO DO CARMELO;CAMARAGIBE;PE;81996124751;;donamaria.camaragibe@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Matriz com 0 Filiais;;ATIVA;15/10/2025;Sociedade Empres ria Limitada;15/10/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;15/10/2025;00/00/0000;R$ 60.000,00;PF-;ACACIO MEDEIROS CABRAL DE SOUZA-
;40.238.797/0001-84;ACACIO SANTOS DE OLIVEIRA  LTDA;NOVOSTYLO;AVENIDA;OTAVIO ACIOLE SOBRAL;SALUSTIO VIEIRA DE MELO;CARMOPOLIS;SE;79996731616;;acaciosantos1987@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Matriz com 0 Filiais;;ATIVA;04/01/2021;Sociedade Empres ria Limitada;04/01/2021;N;04/01/2021;04/01/2021;NAO;EMPRESA DE PEQUENO PORTE;SIMPLES NACIONAL;04/01/2021;00/00/0000;R$ 3.000,00;PF-;ACACIO SANTOS DE OLIVEIRA-
;47.130.339/0001-76;QPURITA COMERCIO VAREJISTA DE ARTIGOS DE VESTUARIO E ACESSORIOS LTDA;;AVENIDA;CORONEL ESTEVAM;ALECRIM;NATAL;RN;84987630438;;acelinojunior1001@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;1412601;Matriz com 0 Filiais;;ATIVA;13/07/2022;Sociedade Empres ria Limitada;13/07/2022;N;13/07/2022;31/12/2022;NAO;MICRO EMPRESA;SIMPLES NACIONAL;13/07/2022;00/00/0000;R$ 20.000,00;PF-PF-;ACELINO JOSE DE OLIVEIRA JUNIOR-WASHINGTON BARBOSA DE MEDEIROS-
;51.229.380/0001-71;PORTO PRESENTES LTDA;PORTO PRESENTES;AVENIDA;DOS NAVEGANTES;CENTRO;PORTO SEGURO;BA;75982193320;;jakelynes.10@gmail.com;;4789001;Com‚rcio varejista de suvenires bijuterias e artesanatos;4641903,4643502,4649410,4649499,4671100,4744002,4754703,4755502,4759899,4763601,4781400,4782202,4783101,4783102;Matriz com 0 Filiais;;ATIVA;29/06/2023;Sociedade Empres ria Limitada;29/06/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/01/2025;00/00/0000;R$ 100.000,00;PF-PF-PF-PF-;ACIEL BRITO DOS SANTOS-JACQUELINE BARBOSA SANTOS BRITO-ACIEL BRITO DOS SANTOS-JACQUELINE BARBOSA SANTOS BRITO-
;19.646.228/0002-62;A DA S MOURA  LTDA;;RUA;HERMENEGILDO MONTEIRO;CENTRO;BARAUNA;RN;84991450266;;diversosvitoria0@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503;Filial;;ATIVA;27/10/2025;Sociedade Empres ria Limitada;27/10/2025;N;03/02/2014;31/12/2024;NAO;MICRO EMPRESA;SIMPLES NACIONAL;03/02/2014;00/00/0000;R$ 50.000,00;PF-;ACLECIVANIA DA SILVA MOURA-
;52.978.678/0001-47;YOURDRESS AC LTDA;YOURDRESS;AVENIDA;SENADOR SALGADO FILHO;LAGOA NOVA;NATAL;RN;84996300574;;acson.freitas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4782201;Matriz com 0 Filiais;;ATIVA;23/11/2023;Sociedade Empres ria Limitada;23/11/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;23/11/2023;00/00/0000;R$ 50.000,00;PF-;ACSON DE FREITAS BRAZ-
;50.916.409/0001-20;DARTY MODA VERSATIL LTDA;DARTY MODA VERSATIL;10A RUA;RUA SANTA RITA;RUA NOVA;CATU;BA;71996219798;;meloadaias60@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755502,4755503,4772500,4782201,4783102,4789099;Matriz com 0 Filiais;;ATIVA;02/06/2023;Sociedade Empres ria Limitada;02/06/2023;N;02/06/2023;31/07/2023;NAO;MICRO EMPRESA;SIMPLES NACIONAL;02/06/2023;00/00/0000;R$ 100.000,00;PF-;ADAIAS MELO DA SILVA-
;58.188.454/0001-18;A DANTAS COMERCIO LTDA;SHOPPINGO DO 20;RUA;FREDERICO FIGUEIRAS;CENTRO;BARRA DO CORDA;MA;83996042222;0;adaildodantassb123@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755502,4755503,4763601,4763602,4782201;Matriz com 0 Filiais;;ATIVA;22/11/2024;Sociedade Empres ria Limitada;22/11/2024;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;22/11/2024;00/00/0000;R$ 100.000,00;PF-;ADAILDO DANTAS-
;52.743.061/0001-42;GRAR 2 COMERCIO VAREJISTA DE VESTUARIO E ACESSORIOS LTDA;HAGO PARAHYBA MALL;RUA;BACHAREL JOSE DE OLIVEIRA CURCHATUZ;AEROCLUBE;JOAO PESSOA;PB;83988984232;;grupograrpb@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4752100,478;Matriz com 0 Filiais;;ATIVA;01/11/2023;Sociedade Empres ria Limitada;01/11/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/11/2023;00/00/0000;R$ 30.000,00;PF-PF-;ADAILSON RUMAO ARAUJO DE ALMEIDA-GERLANE RODRIGUES ARAUJO DE ALMEIDA-
;57.539.592/0001-31;ADAILTON MODAS LTDA;ADAILTON MODAS;PRACA;DA PURIFICACAO DOS CAMPOS;CENTRO;IRARA;BA;75988334007;75991468370;rmassessoria.dp2@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503,476;Matriz com 0 Filiais;;ATIVA;02/10/2024;Sociedade Empres ria Limitada;02/10/2024;N;00/00/0000;00/00/0000;NAO;EMPRESA DE PEQUENO PORTE;SIMPLES NACIONAL;02/10/2024;00/00/0000;R$ 100.000,00;PF-;ADAILTON DIAS XAVIER-
;46.336.232/0001-16;C BRITO COMERCIO DE CONFECCOES LTDA;OUTLET C BRITO;RUA;CASTRO ALVES;CENTRO;FEIRA DE SANTANA;BA;75991729350;;adailtonpedreiracostabrito@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503,478;Matriz com 0 Filiais;;ATIVA;10/05/2022;Sociedade Empres ria Limitada;10/05/2022;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;10/05/2022;00/00/0000;R$ 50.000,00;PF-;ADAILTON PEDREIRA DA COSTA BRITO-
;54.017.530/0001-71;RN COMERCIO DE ROUPAS E ACESSORIOS LTDA;RN COMERCIO DE ROUPAS E ACESSORIOS;AVENIDA;VINICIUS DE MORAES;COLINA VERDE;TEIXEIRA DE FREITAS;BA;73988051682;;adalbertoribeiro728@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;7319002;Matriz com 0 Filiais;;ATIVA;22/02/2024;Sociedade Empres ria Limitada;22/02/2024;N;22/02/2024;30/06/2024;NAO;MICRO EMPRESA;SIMPLES NACIONAL;22/02/2024;00/00/0000;R$ 30.000,00;PF-;ADALBERTO RIBEIRO NUNES-
;60.298.829/0001-44;TODA SIMPLES LTDA;TODA SIMPLES;RUA;PROFESSOR RICARTI;CENTRO;LIMOEIRO DO NORTE;CE;88992368254;0;todasimplesloja@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503,4759801,4763602,4782201,4782202,7711000,7719599,4759899,4763601,4772500,4754702,4789001,4789099,4753900;Matriz com 0 Filiais;;ATIVA;08/04/2025;Sociedade Empres ria Limitada;08/04/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;08/04/2025;00/00/0000;R$ 30.000,00;PF-;ADALGISA LOPES DE ASSIS-
;37.242.082/0001-90;ADALGISA M SOUZA LTDA;PONTO DAS CALCINHAS;AVENIDA;GOVERNADOR ANTONIO DE MELO E SOUZA;POTENGI;NATAL;RN;84988478706;;gizamartins2010@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4772500,479;Matriz com 0 Filiais;;ATIVA;27/05/2020;Sociedade Empres ria Limitada;27/05/2020;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;27/05/2020;00/00/0000;R$ 104.500,00;PF-;ADALGISA MARTINS SOUZA-
;43.380.321/0001-71;HARVEST COMERCIO DO VESTUARIO LTDA;HARVEST;AVENIDA;MARIA QUITERIA;BRASILIA;FEIRA DE SANTANA;BA;75992692305;;harbeststore02@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;1340599,1412601,4772500;Matriz com 0 Filiais;;ATIVA;01/09/2021;Sociedade Empres ria Limitada;01/09/2021;N;01/09/2021;30/09/2023;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/09/2021;00/00/0000;R$ 40.000,00;PF-;ADALTO FRUTUOSO DE BARROS JUNIOR-
;29.880.548/0002-36;AILLE COMERCIO VAREJISTA DE CONFECCOES LTDA;GLES STORE;RUA;HERMINIO MANOEL BONIFACIO;CENTRO;SIMOES FILHO;BA;71999861910;;aillercomercioadm@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;17/05/2023;Sociedade Empres ria Limitada;17/05/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/01/2025;31/12/2025;R$ 100.000,00;PF-;ADALTRO SANTOS DE CARVALHO-
;46.719.216/0001-02;A FERREIRA S INDUSTRIA E COMERCIO LTDA;;AVENIDA;MODA CENTER;BELA VISTA;SANTA CRUZ DO CAPIBARIBE;PE;81992588453;;rodolfoferreira2023@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;1412601;Matriz com 0 Filiais;;ATIVA;08/06/2022;Sociedade Empres ria Limitada;08/06/2022;N;08/06/2022;31/12/2023;NAO;MICRO EMPRESA;SIMPLES NACIONAL;08/06/2022;00/00/0000;R$ 1.000,00;PF-;ADALVANY FERREIRA DA SILVA-
;62.751.194/0001-14;A W DE S COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO LTDA;A W & SUIT;RUA;RUFFO GALVAO;CENTRO;ITABUNA;BA;73998168642;;aw.ternos@outlook.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Matriz com 0 Filiais;;ATIVA;16/09/2025;Sociedade Empres ria Limitada;16/09/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;16/09/2025;00/00/0000;R$ 80.000,00;PF-;ADAM WOLLEN DE SOUZA SANTOS-
;63.127.611/0001-15;A A S MAGAZINE LTDA;A A S MAGAZINE;AVENIDA;SETE DE SETEMBRO;CENTRO;SALVADOR;BA;71992400052;;adamastorantoniofossantos3@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Matriz com 0 Filiais;;ATIVA;09/10/2025;Sociedade Empres ria Limitada;09/10/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;09/10/2025;00/00/0000;R$ 300.000,00;PF-;ADAMASTOR ANTONIO DOS SANTOS-
;39.281.543/0001-60;A RODRIGUES FILHO  LTDA;COMERCIAL FE EM DEUS;RUA;PRINCESA ISABEL;JOAO CASTELO;PINHEIRO;MA;83999636860;;adaorodrigues1707@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4711302,476;Matriz com 0 Filiais;;ATIVA;02/10/2020;Sociedade Empres ria Limitada;02/10/2020;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;02/10/2020;00/00/0000;R$ 100.000,00;PF-;ADAO RODRIGUES FILHO-
;50.596.277/0001-05;ESPACO FASHION KIDS LTDA;ESPACO FASHION KIDS;RUA;BELA AURORA;CENTRO;CATENDE;PE;81992793655;;lojaespacofashionekids@hotmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4744099,4755502,4763601,4763602,4772500,4774100,4782201,4783101,4783102,4789007,5811500;Matriz com 0 Filiais;;ATIVA;08/05/2023;Sociedade Empres ria Limitada;08/05/2023;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/01/2025;31/12/2025;R$ 80.000,00;PF-;ADAUTO RODRIGUES DE OLIVEIRA E SILVA JUNIOR-
;51.432.760/0001-09;BLUPINKKIDS LTDA;;RUA;8;SAO BENTO;FORTALEZA;CE;85996261159;;ericagercinabarbosavieira@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4772500,4782201,4789099;Matriz com 0 Filiais;;ATIVA;14/07/2023;Sociedade Empres ria Limitada;14/07/2023;N;14/07/2023;31/12/2023;NAO;MICRO EMPRESA;SIMPLES NACIONAL;14/07/2023;00/00/0000;R$ 50.000,00;PF-;ADECIO VIEIRA DA COSTA-
;40.658.261/0001-18;ADEILDE CONFECCOES LTDA;PAULINHO CONFECCOES;AVENIDA;ENGENHEIRO CARLOS REIS;CENTRO;FREI PAULO;SE;79981146819;;deny.meneses2@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4755503,4763601,4782201,4782202,4789001;Matriz com 0 Filiais;;ATIVA;01/02/2021;Sociedade Empres ria Limitada;01/02/2021;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;01/02/2021;00/00/0000;R$ 50.000,00;PF-;ADEILDE DA SILVA MENESES NASCIMENTO-
;41.157.515/0001-87;DF CAMISARIA LTDA;DEFINE;RUA;EDGAR PEREIRA;CENTRO;JACOBINA;BA;71992883354;;definefardamentos@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;1411801,1413402,4329101,4642702,4755501,4761003,4763602,4772500,5829800;Matriz com 0 Filiais;;ATIVA;09/03/2021;Sociedade Empres ria Limitada;09/03/2021;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;09/03/2021;00/00/0000;R$ 50.000,00;PF-;ADEILZA MUNIZ TEIXEIRA SANTOS-
;54.949.223/0002-00;BB BEACHWEAR MODA PRAIA LTDA;BELLA MODAS;RUA;EIXO 37 A  FAZ. COUTOS  3 ETAPA;FAZENDA COUTOS;SALVADOR;BA;71991829639;;isabellinha.modas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;18/07/2024;Sociedade Empres ria Limitada;18/07/2024;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;30/04/2024;00/00/0000;R$ 15.000,00;PF-PF-PF-;ADELAIDE DA CRUZ MATOS-RICARDO OLIVEIRA DA CRUZ-TAMARA DA CRUZ MATOS-
;54.949.223/0004-71;BB BEACHWEAR MODA PRAIA LTDA;BELLINHA BEACHWEAR;RUA;ALMIRANTE TAMANDARE;PARIPE;SALVADOR;BA;71994182619;;isabellinha.modas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;02/05/2024;Sociedade Empres ria Limitada;02/05/2024;N;02/05/2024;31/12/2024;NAO;MICRO EMPRESA;SIMPLES NACIONAL;02/05/2024;00/00/0000;R$ 70.000,00;PF-;ADELAINE BERNARDO LEAL-
;54.949.223/0005-52;BB BEACHWEAR MODA PRAIA LTDA;BELLINHA BEACHWEAR;AVENIDA;ULYSSES GUIMARAES;SUSSUARANA;SALVADOR;BA;71991988120;;isabellinha.modas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;25/02/2022;Sociedade Empres ria Limitada;25/02/2022;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;25/02/2022;00/00/0000;R$ 50.000,00;PF-PF-;ADELCIO GUILHERMINO DE LIMA-SONIA LIGIA OLIVEIRA-
;16.306.925/0004-48;BELLINHA BEACHWEAR MODA PRAIA LTDA;BELLINHA BEACHWEAR;AVENIDA;ULYSSES GUIMARAES;SUSSUARANA;SALVADOR;BA;71997188758;;isabellinha.modas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;24/10/2023;Sociedade Empres ria Limitada;24/10/2023;;//;//;NAO;MICRO EMPRESA;PRESUMIDO OU LUCRO REAL;//;//;R$ 200.000,00;PF-;ADELIA ANALIA MORENO CAVALCANTI DE MELLO-
;16.306.925/0005-29;BELLINHA BEACHWEAR MODA PRAIA LTDA;BELLINHA BEACHWEAR;RUA;ALMIRANTE TAMANDARE;PARIPE;SALVADOR;BA;71994182619;;isabellinha.modas@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;;Filial;;ATIVA;28/09/2021;Sociedade Empres ria Limitada;28/09/2021;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;28/09/2021;00/00/0000;R$ 100.000,00;PF-PF-;ADELIA TAYANNE DE SOUZA COELHO-ARABELA MARIA AZEVEDO DE SOUZA-
;54.972.470/0001-46;LOOCK CONCEITO COMERCIO DO VESTUARIO LTDA;LOOCK CONCEITO & ADE BIJOUX;AVENIDA;DOM ALMEIDA LUSTOSA;MARECHAL RONDON (JUREMA);CAUCAIA;CE;85997228285;;adebijoux.2024@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;1340599,1351100,1411801,1411802,1412601,1412602,4755501,4755503,4772500,4782202,4783101,4783102,4789001;Matriz com 0 Filiais;;ATIVA;15/03/2024;Sociedade Empres ria Limitada;15/03/2024;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;15/03/2024;00/00/0000;R$ 60.000,00;PF-PF-;ADELINA CARVALHO FREIRE-EDILANIO DE FRANCA BRITO ALVES-
;45.451.080/0001-30;A G L OLIVEIRA LTDA;MANIA DE VESTIR BEM;RUA;COELHO PAREDES;CENTRO;RIACHAO;MA;81985952280;0;maniadevestirbembezerros@gmail.com;;4781400;Com‚rcio varejista de artigos do vestu rio e acess¢rios;4623101,4772500,4782201,4782202,4930201,4930202;Matriz com 0 Filiais;;ATIVA;30/10/2025;Sociedade Empres ria Limitada;30/10/2025;N;00/00/0000;00/00/0000;NAO;MICRO EMPRESA;SIMPLES NACIONAL;30/10/2025;00/00/0000;R$ 150.000,00;PF-PF-;ADELINA LEAL RAMOS BATISTA-JESSICA RAYSSA RAMOS BATISTA-
